nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm,preu_cost_before
Empanada tradicional de carn,formal,tebi,alta,mitjana,segon,carn,Espanya,13.65,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'aigua', 'llevat', 'farina', 'ou', 'greix', 'maizena', 'carn', 'ceba', 'all', 'espècies', 'herbes', 'patata', 'raïm sec', 'olives']","['sal', 'aigua', 'llevat', 'farina', 'ou', 'greix', 'maizena', 'carn', 'ceba', 'all', 'espècies', 'herbes', 'patata', 'raïm sec', 'olives']",5.8
Enchilada de formatge al forn,informal,tebi,mitjana,gran,segon,farinaci_principal,Mèxic,9.09,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'xili en pols', 'oli', 'aigua', 'cheddar', 'ceba', 'tortilla']","['farina', 'xili en pols', 'oli', 'aigua', 'cheddar', 'ceba', 'tortilla']",6.0
Enchiladas de vedella amb chipotle,informal,tebi,alta,mitjana,segon,carn,Mèxic,16.6,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'oli', 'sal', 'pebre', 'comí', 'chipotle', 'ketchup', 'formatge']","['vedella', 'oli', 'sal', 'pebre', 'comí', 'chipotle', 'ketchup', 'formatge']",6.8
Entrecot a la brasa amb rub d'espècies,formal,tebi,alta,gran,segon,forn_brasa,Estats Units,13.46,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bistec', 'espècies', 'mostassa', 'worcestershire']","['bistec', 'espècies', 'mostassa', 'worcestershire']",7.2
Entrecot al grill amb herbes,informal,tebi,alta,gran,segon,forn_brasa,Europa Occidental,23.13,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'romaní', 'farigola', 'paprika', 'xili', 'all', ""oli d'oliva""]","['vedella', 'sal', 'pebre', 'romaní', 'farigola', 'paprika', 'xili', 'all', ""oli d'oliva""]",11.0
Entrecot a la planxa amb mantega al Cabernet,formal,tebi,alta,gran,segon,forn_brasa,Estats Units,24.03,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'oli', 'mantega', 'vi negre', 'ceba']","['vedella', 'sal', 'pebre', 'oli', 'mantega', 'vi negre', 'ceba']",12.0
Entrecot al forn,formal,calent,alta,gran,segon,forn_brasa,Europa Occidental,17.97,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'oli']","['vedella', 'sal', 'pebre', 'oli']",10.0
Entrepans de porc desfilat,informal,fred,alta,gran,segon,carn,Estats Units,14.66,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'sal', 'mel', 'porc', 'paprika', 'pebre', 'marmelada', 'romaní', 'sucre morè', 'pa']","['aigua', 'sal', 'mel', 'porc', 'paprika', 'pebre', 'marmelada', 'romaní', 'sucre morè', 'pa']",6.8
Entrepà de formatge a la planxa,informal,tebi,baixa,petita,segon,forn_brasa,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'mantega']","['pa', 'mantega']",4.2
Entrepà de formatge fos,informal,tebi,mitjana,petita,segon,forn_brasa,Europa Occidental,7.32,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pan motllo', 'formatge', 'mantega']","['pan motllo', 'formatge', 'mantega']",4.5
Entrepà de peix cruixent amb maionesa,informal,tebi,alta,mitjana,segon,peix,Estats Units,12.68,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix', 'sal', 'pebre', 'all', 'xili', 'blat de moro', 'llimona', 'oli', 'pa', 'maionesa', 'pebrot', 'enciams']","['peix', 'sal', 'pebre', 'all', 'xili', 'blat de moro', 'llimona', 'oli', 'pa', 'maionesa', 'pebrot', 'enciams']",6.5
Entrepà de verdures a la graella,informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Internacional,8.38,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['verdures', 'oli', 'orenga']","['verdures', 'oli', 'orenga']",6.0
Espaguetis aglio e olio,informal,tebi,mitjana,petita,segon,farinaci_principal,Itàlia,8.4,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espaguetis', 'all', ""oli d'oliva"", 'pebre negre', 'julivert']","['espaguetis', 'all', ""oli d'oliva"", 'pebre negre', 'julivert']",5.0
Espaguetis alla carbonara,formal,tebi,mitjana,mitjana,segon,farinaci_principal,Itàlia,12.84,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espaguetis', 'guanciale', ""rovell d'ou"", 'formatge', ""oli d'oliva"", 'pebre', 'sal']","['espaguetis', 'guanciale', ""rovell d'ou"", 'formatge', ""oli d'oliva"", 'pebre', 'sal']",6.8
Espaguetis alla puttanesca,informal,tebi,mitjana,gran,segon,farinaci_principal,Itàlia,8.22,['totes'],['estiu'],"['espaguetis', ""oli d'oliva"", 'anxoves', 'all', 'olives', 'tàperes', 'xili', 'tomàquet', 'julivert', 'sal']","['espaguetis', ""oli d'oliva"", 'anxoves', 'all', 'olives', 'tàperes', 'xili', 'tomàquet', 'julivert', 'sal']",6.2
Espaguetis amb cloïsses,informal,tebi,baixa,mitjana,segon,marisc,Itàlia,8.84,['totes'],['estiu'],"['aigua', 'sal', 'espaguetis', ""oli d'oliva"", 'all', 'cloïsses', 'tomàquet', 'brou de cloïsses', 'pebre']","['aigua', 'sal', 'espaguetis', ""oli d'oliva"", 'all', 'cloïsses', 'tomàquet', 'brou de cloïsses', 'pebre']",5.8
Espaguetis amb cloïsses al vi blanc,formal,tebi,mitjana,mitjana,segon,marisc,Itàlia,12.95,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""oli d'oliva"", 'cloïsses', 'all', 'pebre', 'vi blanc', 'llimona', 'espaguetis', 'julivert', 'mantega']","[""oli d'oliva"", 'cloïsses', 'all', 'pebre', 'vi blanc', 'llimona', 'espaguetis', 'julivert', 'mantega']",6.5
Espaguetis amb mandonguilles,informal,tebi,mitjana,mitjana,segon,carn,Itàlia/Estats Units,11.11,['totes'],['estiu'],"['espaguetis', 'carn picada', 'pa ratllat', 'formatge', 'julivert', 'ou', 'all', 'ceba', 'brou', 'tomàquet', 'alfàbrega']","['espaguetis', 'carn picada', 'pa ratllat', 'formatge', 'julivert', 'ou', 'all', 'ceba', 'brou', 'tomàquet', 'alfàbrega']",6.5
Espaguetis amb mongetes i tomàquet,informal,calent,mitjana,mitjana,segon,vegetal_proteic,Internacional,6.7,['totes'],['estiu'],"['mongetes', 'espaguetis', 'sal', 'pebre', 'brou', ""oli d'oliva"", 'ceba', 'tomàquet']","['mongetes', 'espaguetis', 'sal', 'pebre', 'brou', ""oli d'oliva"", 'ceba', 'tomàquet']",5.2
Espaguetis amb pollastre i pebre negre,informal,calent,alta,mitjana,segon,aus,Internacional,10.86,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'aigua', 'oli', 'all', 'pebrot verd', 'pebrot vermell', 'ceba', 'nata', 'pollastre', 'pebre negre', 'sal', 'julivert']","['pasta', 'aigua', 'oli', 'all', 'pebrot verd', 'pebrot vermell', 'ceba', 'nata', 'pollastre', 'pebre negre', 'sal', 'julivert']",7.0
Espaguetis amb gambes i verdures,informal,tebi,alta,mitjana,segon,marisc,Internacional,12.88,['totes'],['estiu'],"['pasta', 'xili', 'tomàquet', 'ceba', 'gingebre', 'oli', 'pastanaga', 'pebrot', 'ceba tendra', 'mongeta', 'gambes', 'sal']","['pasta', 'xili', 'tomàquet', 'ceba', 'gingebre', 'oli', 'pastanaga', 'pebrot', 'ceba tendra', 'mongeta', 'gambes', 'sal']",8.0
Espaguetis de pollastre saltejats,informal,calent,alta,mitjana,segon,aus,Àsia,10.13,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'gingebre', 'all', 'brou', 'curry', 'herbes', 'pebrot', 'pollastre', 'sal', 'espaguetis']","['oli', 'ceba', 'gingebre', 'all', 'brou', 'curry', 'herbes', 'pebrot', 'pollastre', 'sal', 'espaguetis']",6.2
Espaguetis de salmó cremós,informal,tebi,mitjana,mitjana,segon,peix,Escandinàvia,13.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'salmó', 'vi blanc', 'nata', 'nata agra', 'anet', 'rave picant', 'espaguetis']","['oli', 'ceba', 'salmó', 'vi blanc', 'nata', 'nata agra', 'anet', 'rave picant', 'espaguetis']",7.5
Espaguetis amb pesto d'espinacs i bolets,formal,calent,mitjana,mitjana,segon,vegetal_proteic,Itàlia,12.25,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espaguetis', 'oli', 'espinacs', 'bolets', 'sal', 'pebre', 'pesto', 'formatge parmesà']","['espaguetis', 'oli', 'espinacs', 'bolets', 'sal', 'pebre', 'pesto', 'formatge parmesà']",6.2
Espaguetis simples amb salsa de tomàquet,informal,calent,baixa,petita,segon,farinaci_principal,Internacional,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'pasta', 'salsa', 'sal', 'oli']","['aigua', 'pasta', 'salsa', 'sal', 'oli']",4.2
Espatlla de porc rostida,formal,fred,mitjana,mitjana,segon,carn,Cuba,17.3,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'all', 'pebre', 'orenga', 'sal', 'oli', 'vinagre']","['porc', 'all', 'pebre', 'orenga', 'sal', 'oli', 'vinagre']",8.8
Espinacs a la crema,informal,calent,mitjana,mitjana,segon,vegetal_proteic,Europa,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espinacs', 'aigua', 'nata', 'sal', 'pebre', 'farina', 'llet']","['espinacs', 'aigua', 'nata', 'sal', 'pebre', 'farina', 'llet']",4.8
Espàrrecs saltejats amb all,formal,calent,alta,mitjana,segon,vegetal_proteic,Mediterrània,9.17,['totes'],['primavera'],"['mantega', 'oli', 'ceba', 'all', 'sal', 'pebre', 'espàrrecs']","['mantega', 'oli', 'ceba', 'all', 'sal', 'pebre', 'espàrrecs']",5.5
Espàrrecs amb sèsam i soja,informal,calent,mitjana,mitjana,segon,vegetal_proteic,Àsia Oriental,7.45,['totes'],['primavera'],"['espàrrecs', 'soja', 'sèsam', 'sal']","['espàrrecs', 'soja', 'sèsam', 'sal']",5.8
Estofat clàssic de vedella,formal,calent,alta,gran,segon,guisat,Europa,16.08,['totes'],['estiu'],"['vedella', 'brou', 'all', 'sal', 'pebre', 'vi negre', 'tomàquet', 'pastanaga', 'ceba', 'romaní', 'farigola', 'orenga', 'oli', 'vinagre', 'farina', 'patata']","['vedella', 'brou', 'all', 'sal', 'pebre', 'vi negre', 'tomàquet', 'pastanaga', 'ceba', 'romaní', 'farigola', 'orenga', 'oli', 'vinagre', 'farina', 'patata']",7.0
Estofat de cigrons mediterrani,informal,tebi,mitjana,mitjana,segon,guisat,Mediterrània,9.49,['totes'],['estiu'],"['oli', 'ceba', 'pebrot', 'all', 'safrà', 'patata', 'paprika', 'vi', 'cigrons', 'tomàquet', 'brou', 'herbes']","['oli', 'ceba', 'pebrot', 'all', 'safrà', 'patata', 'paprika', 'vi', 'cigrons', 'tomàquet', 'brou', 'herbes']",5.5
Estofat de gall dindi i patata casolà,informal,tebi,mitjana,mitjana,segon,guisat,Internacional,9.67,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gall dindi', 'patata', 'pastanaga', 'mongeta', 'paprika', 'pebre', 'midó', 'ceba', 'brou', 'sal']","['gall dindi', 'patata', 'pastanaga', 'mongeta', 'paprika', 'pebre', 'midó', 'ceba', 'brou', 'sal']",5.5
Estofat de llenties egipci,informal,tebi,mitjana,gran,segon,guisat,Egipte,8.87,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'oli', 'aigua', 'llenties', 'comí', 'coriandre', 'llimona']","['ceba', 'oli', 'aigua', 'llenties', 'comí', 'coriandre', 'llimona']",5.8
Estofat de moniato amb blat de moro i mongetes,informal,tebi,mitjana,mitjana,segon,guisat,Amèrica Llatina,8.21,['totes'],['estiu'],"['oli', 'moniato', 'blat de moro', 'mongetes', 'ceba', 'all', 'tomàquet', 'sal', 'pebre', 'cilantre']","['oli', 'moniato', 'blat de moro', 'mongetes', 'ceba', 'all', 'tomàquet', 'sal', 'pebre', 'cilantre']",5.2
Estofat de pastanaga nigerià,informal,tebi,alta,mitjana,segon,guisat,Nigèria,11.03,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'sal', 'pebre', 'cub de brou', 'ceba', 'pastanaga', 'xili', 'oli', 'gingebre', 'all', 'llorer', 'curry', 'farigola']","['carn', 'sal', 'pebre', 'cub de brou', 'ceba', 'pastanaga', 'xili', 'oli', 'gingebre', 'all', 'llorer', 'curry', 'farigola']",6.2
Estofat cremós de patata,formal,tebi,alta,gran,segon,guisat,Europa,13.97,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'farina', 'llet', 'mantega', 'sal', 'pebre', 'anet']","['patata', 'farina', 'llet', 'mantega', 'sal', 'pebre', 'anet']",7.0
Estofat nigerià de patata i peix,informal,tebi,mitjana,mitjana,segon,guisat,Nigèria,9.15,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'ceba', 'pebre', 'peix', 'oli de palma', 'sal', 'cub de brou', 'espinacs']","['patata', 'ceba', 'pebre', 'peix', 'oli de palma', 'sal', 'cub de brou', 'espinacs']",6.2
Estofat de peix casolà,informal,calent,baixa,petita,segon,guisat,Carib,8.81,['totes'],['estiu'],"['mongetes', 'tomàquet', 'peix', 'curry']","['mongetes', 'tomàquet', 'peix', 'curry']",6.5
Estofat de peix fregit nigerià,informal,tebi,alta,mitjana,segon,guisat,Nigèria,12.09,['totes'],['estiu'],"['peix', 'sal', 'ceba', 'farigola', 'cub de brou', 'aigua', 'oli', 'tomàquet']","['peix', 'sal', 'ceba', 'farigola', 'cub de brou', 'aigua', 'oli', 'tomàquet']",6.2
Estofat de peix zambià,informal,tebi,alta,mitjana,segon,guisat,Zàmbia,10.64,['totes'],['estiu'],"['oli', 'ceba', 'all', 'tomàquet', 'pebrot', 'xili', 'peix', 'brou de peix', 'paprika', 'curri', 'coriandre', 'sal']","['oli', 'ceba', 'all', 'tomàquet', 'pebrot', 'xili', 'peix', 'brou de peix', 'paprika', 'curri', 'coriandre', 'sal']",5.8
Estofat de plàtan nigerià,informal,tebi,mitjana,mitjana,segon,guisat,Nigèria,9.26,['totes'],['estiu'],"['oli', 'ceba', 'pebrot', 'all', 'paprika', 'tomàquet', 'brou vegetal', 'tomàquet concentrat', 'fesols', 'llet de coco', 'plàtan', 'llima', 'sal', 'pebre']","['oli', 'ceba', 'pebrot', 'all', 'paprika', 'tomàquet', 'brou vegetal', 'tomàquet concentrat', 'fesols', 'llet de coco', 'plàtan', 'llima', 'sal', 'pebre']",5.8
Estofat de pollastre casolà,informal,tebi,mitjana,gran,segon,guisat,Internacional,8.99,['totes'],['estiu'],"['pollastre', 'pastanaga', 'ceba', 'patata', 'all', 'tomàquet', 'pèsols', 'oli', 'comí', 'sal', 'pebre', 'brou', 'vi', 'herbes']","['pollastre', 'pastanaga', 'ceba', 'patata', 'all', 'tomàquet', 'pèsols', 'oli', 'comí', 'sal', 'pebre', 'brou', 'vi', 'herbes']",6.2
Estofat de pollastre picant suau,informal,calent,alta,mitjana,segon,guisat,Àsia,10.37,['totes'],['estiu'],"['pollastre', 'farina', 'oli de canola', 'ceba', 'pasta de curry vermell', 'xili', 'salsa de peix', 'brou de pollastre', 'tomàquet concentrat', 'patata', 'all', 'julivert']","['pollastre', 'farina', 'oli de canola', 'ceba', 'pasta de curry vermell', 'xili', 'salsa de peix', 'brou de pollastre', 'tomàquet concentrat', 'patata', 'all', 'julivert']",6.8
Estofat de remolatxa i col,informal,tebi,alta,mitjana,segon,guisat,Europa de l'Est,10.41,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['remolatxa', 'col', 'all', 'pastanaga', 'ceba', 'tomàquet', 'sucre', 'carn']","['remolatxa', 'col', 'all', 'pastanaga', 'ceba', 'tomàquet', 'sucre', 'carn']",6.2
Estofat de tomàquet nigerià,informal,calent,mitjana,mitjana,segon,guisat,Nigèria,9.39,['totes'],['estiu'],"['tomàquet fresc', 'tomàquet concentrat', 'oli', 'ceba', 'farigola', 'pebre', 'curry', 'all', 'sal']","['tomàquet fresc', 'tomàquet concentrat', 'oli', 'ceba', 'farigola', 'pebre', 'curry', 'all', 'sal']",5.8
Cassola cremosa de tonyina,informal,tebi,baixa,mitjana,segon,peix,Estats Units,9.24,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['macarrons', 'crema', 'tonyina', 'verdures', 'patates xips']","['macarrons', 'crema', 'tonyina', 'verdures', 'patates xips']",4.8
Estofat de vedella al conyac,formal,calent,alta,gran,segon,guisat,França,18.57,['totes'],['estiu'],"['vedella', 'farina', 'sal', 'pebre', 'paprika', 'conyac', 'tomàquet', 'brou', 'salsa worcestershire', 'patata', 'ceba', 'all', 'oli', 'mantega', 'vi', 'herbes']","['vedella', 'farina', 'sal', 'pebre', 'paprika', 'conyac', 'tomàquet', 'brou', 'salsa worcestershire', 'patata', 'ceba', 'all', 'oli', 'mantega', 'vi', 'herbes']",7.8
Estofat de vedella amb chili verd,informal,calent,mitjana,mitjana,segon,guisat,Estats Units,9.22,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'carn', 'ceba', 'all', 'chili', 'tomàquet', 'brou', 'sal', 'pebre']","['oli', 'carn', 'ceba', 'all', 'chili', 'tomàquet', 'brou', 'sal', 'pebre']",6.2
Estofat de vedella clàssic,informal,tebi,alta,mitjana,segon,guisat,Europa,12.76,['totes'],['estiu'],"['vedella', 'farina', 'oli', 'llorer', 'marduix', 'orenga', 'tomàquet', 'brou', 'patata', 'pastanaga']","['vedella', 'farina', 'oli', 'llorer', 'marduix', 'orenga', 'tomàquet', 'brou', 'patata', 'pastanaga']",7.0
Estofat de vedella zambià,informal,tebi,alta,mitjana,segon,guisat,Zàmbia,11.14,['totes'],['estiu'],"['oli', 'ceba', 'all', 'vedella', 'brou', 'pastanaga', 'patata', 'tomàquet', 'pebrot', 'paprika', 'cayena', 'comí', 'coriandre', 'sal']","['oli', 'ceba', 'all', 'vedella', 'brou', 'pastanaga', 'patata', 'tomàquet', 'pebrot', 'paprika', 'cayena', 'comí', 'coriandre', 'sal']",5.8
Estofat d'albergínies liberià,informal,tebi,mitjana,mitjana,segon,guisat,Liberia,7.52,['totes'],['estiu'],"['oli de palma', 'ceba', 'all', 'carn', 'brou', 'tomàquet', 'pebrot', 'albergínia', 'pebre', 'sal']","['oli de palma', 'ceba', 'all', 'carn', 'brou', 'tomàquet', 'pebrot', 'albergínia', 'pebre', 'sal']",4.8
Estofat espès de tomàquet,informal,calent,alta,mitjana,segon,guisat,Internacional,10.72,['totes'],['estiu'],"['pollastre', 'herbes', 'gingebre', 'ceba', 'xili', 'sal', 'oli', 'brou', 'curri', 'tomàquet']","['pollastre', 'herbes', 'gingebre', 'ceba', 'xili', 'sal', 'oli', 'brou', 'curri', 'tomàquet']",5.8
Estofat irlandès tradicional,informal,tebi,mitjana,mitjana,segon,guisat,Irlanda,10.27,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xai', 'patata', 'ceba', 'pastanaga', 'brou', 'sal', 'pebre']","['xai', 'patata', 'ceba', 'pastanaga', 'brou', 'sal', 'pebre']",6.2
Estofat italià de costelles al vi,informal,tebi,alta,gran,segon,guisat,Itàlia,14.01,['totes'],['estiu'],"['costelles', 'vi', 'tomàquet', 'brou', 'oli', 'herbes', 'sal', 'pebre']","['costelles', 'vi', 'tomàquet', 'brou', 'oli', 'herbes', 'sal', 'pebre']",7.2
Estofat mediterrani de vedella,informal,calent,mitjana,mitjana,segon,guisat,Mediterrània,12.97,['totes'],['estiu'],"['vedella', 'tomàquet', 'ceba', ""oli d'oliva"", 'all', 'herbes']","['vedella', 'tomàquet', 'ceba', ""oli d'oliva"", 'all', 'herbes']",7.0
Estofat nigerià de carn i pollastre,informal,tebi,alta,gran,segon,guisat,Nigèria,11.67,['totes'],['estiu'],"['pebre', 'tomàquet', 'oli', 'pollastre', 'cub de brou', 'ceba', 'farigola', 'vedella', 'sal']","['pebre', 'tomàquet', 'oli', 'pollastre', 'cub de brou', 'ceba', 'farigola', 'vedella', 'sal']",7.0
Estofat nigerià de peix fumat,informal,tebi,mitjana,mitjana,segon,guisat,Nigèria,9.88,['totes'],['estiu'],"['tomàquet', 'pebrot', 'ceba', 'oli de palma', 'peix fumat', 'espècies', 'sal', 'brou', 'fulles']","['tomàquet', 'pebrot', 'ceba', 'oli de palma', 'peix fumat', 'espècies', 'sal', 'brou', 'fulles']",6.5
Fajitas de pollastre clàssiques,informal,tebi,mitjana,mitjana,segon,aus,Mèxic,10.02,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', ""oli d'oliva"", 'pebrot vermell', 'pebrot verd', 'ceba', 'comí', 'pebre vermell picant']","['pollastre', ""oli d'oliva"", 'pebrot vermell', 'pebrot verd', 'ceba', 'comí', 'pebre vermell picant']",6.8
Fajitas de vedella,informal,tebi,mitjana,gran,segon,carn,Mèxic,16.94,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'oli', 'soja', 'lima', 'cayena', 'comí', 'ceba tendra', 'sucre', 'pebrot', 'tortilla']","['vedella', 'oli', 'soja', 'lima', 'cayena', 'comí', 'ceba tendra', 'sucre', 'pebrot', 'tortilla']",8.2
Raviolis de cranc amb crema suau,formal,tebi,mitjana,mitjana,segon,marisc,Itàlia,13.38,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'cranc', 'mantega', 'ceba', 'api', 'mostassa', 'nata', 'ou', 'llimona', 'julivert', 'pa ratllat', 'sal', 'pebre']","['pasta', 'cranc', 'mantega', 'ceba', 'api', 'mostassa', 'nata', 'ou', 'llimona', 'julivert', 'pa ratllat', 'sal', 'pebre']",6.5
Fideus amb mantega i formatge,informal,tebi,baixa,mitjana,segon,farinaci_principal,Internacional,8.21,['totes'],['estiu'],"['fideus', 'brou vegetal', 'mantega', 'formatge', 'all', 'herbes', 'tomàquet']","['fideus', 'brou vegetal', 'mantega', 'formatge', 'all', 'herbes', 'tomàquet']",5.5
Lo Mein d'horta (fideus asiàtics saltejats),informal,calent,mitjana,mitjana,segon,farinaci_principal,Àsia Oriental,8.85,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fideus', 'verdures', 'soja', 'oli', 'all', 'sal', 'pebre']","['fideus', 'verdures', 'soja', 'oli', 'all', 'sal', 'pebre']",6.5
Spaetzle alsacians amb mantega,informal,tebi,mitjana,mitjana,segon,farinaci_principal,França,10.17,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'farina', 'sal', 'mantega']","['ou', 'farina', 'sal', 'mantega']",7.0
Steak au Poivre (filet al pebre),formal,calent,mitjana,mitjana,segon,carn,França,14.85,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'pebre', 'sal', 'conyac', 'nata', 'mantega', 'oli']","['vedella', 'pebre', 'sal', 'conyac', 'nata', 'mantega', 'oli']",7.0
