nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients
Char Siu (porc barbacoa xinès),petita,alta,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'salsa de soja', 'salsa d’ostres', 'vi d’arròs', 'mel', 'salsa hoisin', 'cinc espècies']"
Char Sui (porc barbacoa asiàtic),petita,mitjana,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'salsa char siu', 'sucre', 'pebre']"
Entrecot a la planxa amb salsa de mantega Cabernet,gran,alta,tebi,segon,formal,12.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'oli', 'mantega', 'vi negre', 'ceba']"
Entrecot a la graella,gran,alta,tebi,segon,informal,11.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'romaní', 'farigola', 'paprika', 'chili', 'all', 'oli d’oliva']"
Entrecot a la graella,gran,alta,tebi,segon,informal,11.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'espècies', 'oli']"
Amanida d’espàrrecs a la graella,mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espàrrecs', 'sal', 'oli', 'all', 'tàperes', 'llimona', 'cigrons', 'julivert', 'menta', 'espinacs']"
Charoset ashquenazí,petita,baixa,fred,postres,informal,3.5,['totes'],"['hivern', 'tardor']","['poma', 'nous', 'vi dolç', 'canyella', 'mel']"
Charoset iraquià,petita,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['dàtils', 'aigua', 'sal', 'nous o festucs']"
Charoset magrebí,petita,baixa,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['panses', 'albercocs secs', 'taronja', 'ametlles', 'canyella', 'gingebre', 'mel', 'farina de matzà']"
Panet de cheddar i bròquil,petita,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'all', 'sal', 'margarina', 'llet', 'bròquil', 'formatge']"
Cops de cheesecake en tassa,petita,mitjana,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge fresc', 'ou', 'sucre', 'xips de xocolata']"
Rotllets de formatge i bacó,petita,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llevat', 'sucre', 'aigua', 'farina', 'millorador', 'sal', 'formatge', 'bacó']"
Formatge i galetes,petita,baixa,fred,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge', 'galetes']"
Torradetes cruixents de formatge,petita,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['margarina', 'cheddar', 'farina', 'sal', 'pebre vermell', 'cereal d’arròs inflat']"
Enchilada de formatge,gran,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'xili en pols', 'oli', 'aigua', 'cheddar', 'ceba', 'tortilla']"
Truita de formatge,petita,mitjana,fred,segon,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'pebre', 'formatge jack', 'mozzarella', 'cheddar', 'pepper jack', 'mantega']"
Formatge en torrada,petita,baixa,calent,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'formatge', 'toppings']"
Farcit de pierogi de formatge,petita,baixa,tebi,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge de granja', 'formatge fresc', 'ou', 'farina']"
Pães de queijo (bunyols de formatge brasilers),petita,alta,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'oli', 'farina de mandioca', 'formatge dur', 'ou', 'sal', 'pebre']"
Salsa de formatge II,petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['margarina', 'farina', 'llet', 'formatge']"
Spaetzle amb formatge,petita,mitjana,tebi,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'ceba', 'spaetzle', 'emmental']"
Torrada francesa amb crema de formatge,petita,mitjana,fred,primer,informal,4.5,['totes'],"['hivern', 'tardor']","['mostassa', 'mantega', 'farigola', 'suc de poma', 'cheddar', 'pebre', 'formatge fresc', 'pa']"
Tomàquets farcits de formatge,petita,baixa,fred,segon,informal,4.0,['totes'],['estiu'],"['formatge fresc', 'alfàbrega', 'all', 'mantega', 'sal', 'pebre', 'ricotta', 'tomàquets cherry']"
Tomàquets farcits de formatge,petita,baixa,fred,segon,informal,4.0,['totes'],['estiu'],"['tomàquet', 'pa ratllat', 'formatge', 'sal', 'pebre', 'mantega', 'aigua']"
Tartaleta de formatge,petita,mitjana,calent,postres,informal,4.5,['totes'],"['hivern', 'tardor']","['brie', 'mascarpone', 'sucre', 'mantega', 'massa']"
Pits de pollastre farcits de formatge,mitjana,alta,tebi,segon,formal,7.5,['totes'],"['hivern', 'tardor']","['pollastre', 'sal', 'pebre', 'pa de blat de moro', 'cramberries', 'melmelada de poma', 'poma seca', 'formatge fresc', 'oli', 'mel']"
Pizza amb crosta farcida de formatge,mitjana,mitjana,tebi,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['spray', 'sèmola', 'massa de pizza', 'formatge', 'salsitxa', 'formatge italià']"
Pasta amb pollastre i formatge,petita,baixa,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'formatge fresc', 'mozzarella', 'cheddar', 'hoisin', 'pollastre', 'nata']"
Farcit de cornbread amb mascarpone i formatge,mitjana,mitjana,tebi,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pan de blat de moro', 'mascarpone', 'nata', 'sal', 'pebre', 'sàlvia', 'rovell d’ou', 'mantega']"
Sopa de patata amb formatge,mitjana,alta,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bacó', 'mantega', 'ceba', 'all', 'farina', 'brou', 'patata', 'llet', 'sal', 'pebre', 'cheddar', 'cibulet']"
Cherbet Mazhar (aigua de flor algeriana),petita,mitjana,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'got gran', 'sucre', 'espècies']"
Chereh Tamba (estofat gambià de cacauet),mitjana,alta,tebi,segon,informal,6.0,['totes'],['estiu'],"['cacauet', 'oli', 'ceba', 'all', 'tomàquet', 'pebrot', 'gingebre', 'paprika', 'cayena', 'pasta de tomàquet', 'pollastre', 'aigua', 'sal', 'pebre']"
Cereces jubilea,mitjana,mitjana,tebi,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cireres', 'sucre', 'canyella', 'pell de taronja', 'ron dolç', 'mantega', 'espècies']"
Brownies de cirera,mitjana,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'margarina', 'cacau', 'farina', 'sal', 'formatge fresc', 'xarop de cirera', 'sucre llustre', 'xocolata', 'cireres']"
Cobbler de cirera en crock pot,petita,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farcit de cirera', 'farina', 'mantega', 'nous', 'gelat']"
Delícia de cirera,petita,baixa,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'sucre', 'mantega', 'formatge fresc', 'farcit de cirera']"
Pastís de fruites de cirera i baies,gran,alta,tebi,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cirera', 'sucre', 'midó', 'farina', 'baies', 'melmelada', 'llimona', 'massa']"
Chess Pie,petita,baixa,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'ou', 'vinagre', 'vainilla', 'mantega', 'massa']"
Purée de castanyes,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['castanyes', 'sucre', 'sal', 'mantega', 'brou']"
Pa mastegós,petita,baixa,calent,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'ou', 'sucre', 'mantega', 'nous']"
Galetes de gingebre toves,petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre morè', 'ou', 'melassa', 'llevat químic', 'farina', 'canyella', 'gingebre', 'clau', 'sal']"
Chibwabwa (fulles de carbassa amb salsa de cacauet),mitjana,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'tardor']","['oli', 'ceba', 'all', 'tomàquet', 'xili', 'fulles de carbassa', 'cacauet', 'aigua', 'sal']"
Sirloin Chicago amb reducció balsàmica,mitjana,mitjana,tebi,segon,informal,9.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'espècies', 'vi', 'vinagre balsàmic', 'all', 'ceba', 'shallot', 'oli', 'pebre']"
Alfredo de pollastre,mitjana,alta,tebi,segon,formal,7.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'nata', 'farina', 'ceba', 'timó', 'orenga', 'all', 'julivert', 'pebre', 'parmesà', 'oli', 'llimona', 'mantega', 'pasta']"
Pizza Alfredo de pollastre,mitjana,alta,calent,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'massa de pizza', 'salsa Alfredo', 'formatge']"
Gumbo de pollastre i andouille,mitjana,alta,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'oli', 'farina', 'pebrot', 'ceba', 'ceba tendra', 'brou', 'salsitxa', 'pebre', 'sal']"
Estofat de pollastre i fesols d’ulls negres,gran,mitjana,tebi,segon,informal,6.5,['totes'],['estiu'],"['fesolets negres', 'oli', 'ceba', 'pastanaga', 'api', 'all', 'gingebre', 'sal', 'pebre', 'arròs', 'brou', 'pollastre', 'curry']"
Cassola de pollastre i bròquil,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'bròquil', 'nata', 'maionesa', 'llet', 'curri']"
Empanadilles de pollastre i blat de moro,mitjana,alta,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'pebrot', 'api', 'blat de moro', 'orenga', 'pollastre', 'formatge jack', 'sal', 'pebre', 'massa', 'ou']"
Pasta Alfredo amb pollastre,mitjana,alta,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'pollastre', 'parmesà', 'mantega', 'nata', 'mozzarella', 'all', 'farina']"
Paninis de pollastre i ricotta,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ricotta', 'oli', 'pa', 'salsa picant']"
Spaghetti amb pollastre bacó i bròquil,mitjana,mitjana,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espaguetis', 'oli', 'pollastre', 'sal', 'pebre', 'all', 'bròquil', 'llet', 'parmesà', 'julivert']"
Salsa de pollastre barbacoa,petita,baixa,tebi,segon,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'oli de nou', 'xili', 'worcestershire', 'teriyaki', 'tandoori', 'pebre blanc', 'sal', 'xili']"
Biryani de pollastre,gran,alta,tebi,segon,formal,8.0,['totes'],['estiu'],"['arròs', 'pollastre', 'oli', 'iogurt', 'all', 'gesmil', 'ceba', 'tomàquet', 'xili', 'cúrcuma', 'safrà', 'canella', 'pebre', 'cardamom', 'comí', 'sal']"
Chicken Bog (estofat de pollastre),mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ceba', 'salsitxa', 'pebre', 'arròs']"
Chicken Bog I,mitjana,alta,tebi,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pollastre gras', 'ceba', 'pebrot', 'mantega', 'arròs', 'bacó', 'sal', 'pebre']"
Chicken Bog II,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'sal', 'ceba', 'pollastre', 'arròs', 'salsitxa', 'espècies']"
Chicken Bog III,mitjana,alta,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'api', 'pastanaga', 'ceba', 'espècies de pollastre', 'julivert', 'llaurer', 'sal', 'pebre', 'aigua', 'arròs', 'mantega']"
Sopa d’arròs integral i pollastre,mitjana,alta,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ceba', 'api', 'pastanaga', 'arròs integral', 'brou de pollastre', 'condiments', 'sal', 'pebre', 'oli']"
Amanida de pollastre i col,petita,mitjana,fred,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['col', 'ametlles', 'llavors de gira-sol', 'pollastre', 'sal', 'pebre', 'sucre']"
Cacciatore de pollastre,mitjana,alta,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ceba', 'tomàquet', 'llaurer', 'sal', 'pebre', 'all', 'oregà', 'alfàbrega', 'sucre']"
Cockaigne de pollastre,mitjana,alta,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'oli o mantega', 'sal', 'pebre']"
Curry de pollastre,mitjana,alta,tebi,segon,informal,7.0,['totes'],['estiu'],"['pollastre', 'sal', 'pebre vermell', 'iogurt de coco', 'coriandre', 'all', 'gingebre', 'garam masala', 'paprika', 'comí', 'canyella', 'fenogrec', 'curri', 'llimona', 'menta', 'oli de coco', 'tomàquet', 'patata', 'ceba', 'mostassa', 'fonoll']"
Curry mediterrani de pollastre,petita,baixa,fred,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'oli d’oliva', 'claus', 'llimona', 'chili verd', 'llet', 'garam masala', 'alfàbrega', 'sal']"
Fajitas de pollastre,mitjana,mitjana,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'oli d’oliva', 'pebrot vermell', 'pebrot verd', 'ceba', 'comí', 'pebre vermell picant']"
Arròs fregit amb pollastre,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],['estiu'],"['mantega', 'all', 'chili', 'ceba tendra', 'pastanaga', 'pollastre', 'arròs', 'salsa d’ostres', 'salsa Worcestershire', 'sal', 'pebre', 'cogombre', 'tomàquet', 'ou']"
Gyros de pollastre,mitjana,mitjana,calent,segon,informal,6.5,['totes'],['estiu'],"['all', 'paprika', 'sal', 'pebre', 'oli d’oliva', 'pollastre', 'pa de pita', 'patates fregides', 'salsa tzatziki', 'ceba', 'tomàquet']"
Karahi de pollastre,petita,mitjana,fred,segon,informal,6.0,['totes'],['estiu'],"['all', 'sal', 'pollastre', 'oli', 'pebrot', 'tomàquet', 'coriandre', 'chili verd']"
Pollastre Madras,mitjana,alta,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ceba', 'claus', 'cardamom', 'llimona', 'chili', 'coriandre', 'espècies', 'julivert']"
Marinat de pollastre,petita,baixa,fred,segon,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brou de pollastre', 'vi blanc', 'salsa Worcestershire', 'llimona', 'pebre de Cayenna', 'mel', 'all', 'romaní', 'oli d’oliva', 'llimona', 'farigola', 'sal', 'pebre']"
Marsala de pollastre I,petita,mitjana,calent,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vi Marsala', 'aigua', 'julivert', 'romaní', 'mantega', 'xampinyons', 'pèsols', 'pollastre', 'farina']"
Marsala de pollastre II,petita,mitjana,calent,segon,informal,6.5,['totes'],['estiu'],"['romaní', 'farigola', 'farina', 'pollastre', 'sal', 'pebre', 'ou', 'oli d’oliva', 'vi Marsala', 'brou de pollastre', 'tomàquet']"
Pollastre mull,petita,baixa,tebi,segon,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'llet', 'llet evaporada', 'brou de pollastre', 'sal', 'pebre', 'galetes salades', 'salsa picant']"
Sopa de pollastre amb fideus,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'pastanaga', 'ceba', 'farigola', 'llaurer', 'all', 'brou de pollastre', 'pollastre', 'pebre', 'sal', 'fideus']"
Paprikash de pollastre,mitjana,alta,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'greix de porc o oli', 'paprika', 'ceba', 'farina', 'ou', 'aigua', 'sal']"
Parisian de pollastre,petita,baixa,fred,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vi', 'nata', 'farina', 'pollastre', 'nata agra', 'arròs']"
Parmigiana de pollastre,mitjana,mitjana,tebi,segon,informal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'farina', 'ou', 'pa ratllat', 'formatge parmesà', 'sal', 'pebre', 'oli', 'salsa de tomàquet', 'formatge mozzarella']"
Pollo a la parmesana,mitjana,mitjana,tebi,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'formatge', 'oli', 'sal']"
Chicken Pot Pie I,petita,baixa,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata', 'verdures', 'pollastre', 'massa de pastís']"
Chicken Pot Pie II,gran,alta,calent,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa de pastís', 'margarina', 'ceba', 'farina', 'sal', 'pebre', 'brou de pollastre', 'llet', 'pollastre', 'blat de moro', 'pèsols']"
Quesadilla de pollastre,mitjana,alta,calent,segon,informal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['oli de sèsam', 'all', 'pebre vermell picant', 'ceba', 'pebrot vermell', 'pebrot verd', 'llavors de sèsam', 'salsa teriyaki', 'pollastre', 'cilantre', 'sal', 'pebre', 'tortilla', 'formatge', 'mantega']"
Amanida d’arròs amb pollastre,mitjana,alta,fred,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maionesa', 'iogurt', 'nous', 'nata', 'ou dur', 'julivert', 'llimona', 'sal', 'pebre', 'mostassa', 'arròs', 'pollastre', 'pastanaga', 'ceba tendra', 'api']"
Rigatoni amb pollastre (Chicken Riggies),mitjana,mitjana,calent,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['margarina', 'ceba', 'all', 'pebrot', 'pebrot picant', 'formatge parmesà', 'pollastre', 'brou de pollastre', 'tomàquet', 'nata', 'olives', 'pasta']"
Sopa de pollastre filipina (Chicken Sopas),mitjana,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'all', 'ceba', 'pollastre', 'sal', 'pebre', 'aigua', 'macarrons', 'pastanaga', 'llet evaporada']"
Sopa de pollastre I,petita,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'pastanaga', 'api', 'brou de pollastre', 'anet', 'aigua', 'sal']"
Sopa de pollastre II,petita,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'aigua', 'sal', 'verdures']"
Sopa cremosa de pollastre amb llimona,petita,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'brou de pollastre', 'llimona', 'all', 'sal', 'pebre', 'ceba', 'api', 'nata', 'farigola', 'romaní', 'oli', 'pastanaga', 'llaurer']"
Sopa de pollastre amb mandonguilles,mitjana,alta,tebi,primer,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'aigua', 'pastanaga', 'porro', 'ceba', 'llaurer', 'mantega', 'sal', 'farina', 'mostassa', 'ou', 'cibulet', 'mel', 'herbes', 'pebre', 'julivert']"
Sopa de pollastre amb arròs i patates,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'aigua', 'arròs', 'ceba', 'nap', 'patata', 'julivert', 'marjorana', 'sal', 'pebre']"
Tajin de pollastre amb llimona i olives,mitjana,mitjana,tebi,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llimona', 'pollastre', 'farina', 'sal', 'pebre', 'cayenna', 'cúrcuma', 'oli d’oliva', 'ceba', 'gingebre', 'all', 'brou de pollastre', 'olives verdes', 'canel·la', 'cilantre']"
Tetrazzini de pollastre,gran,mitjana,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'mantega', 'xampinyons', 'ceba', 'farigola', 'pollastre', 'espaguetis', 'farina', 'brou de pollastre', 'formatge parmesà', 'llimona', 'pèsols', 'pa ratllat', 'pebre']"
