nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,categoria,procedencia_plat
Sopa de patata al Crock Pot,mitjana,baixa,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'ceba', 'aigua', 'julivert', 'api', 'sal', 'pebre', 'brou', 'llet evaporada']",sopa_crema,Estats Units
Sopa de patata amb formatge,mitjana,alta,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bacó', 'mantega', 'ceba', 'all', 'farina', 'brou', 'patata', 'llet', 'sal', 'pebre', 'cheddar', 'cibulet']",sopa_crema,Estats Units
Sopa de patata i col,gran,alta,calent,primer,informal,5.5,['totes'],['estiu'],"['ceba', 'oli', 'pastanaga', 'api', 'farina', 'salsa de tomàquet', 'brou', 'col', 'vinagre', 'patata', 'remolatxa', 'sal', 'pebre', 'nata']",sopa_crema,Europa de l’Est
Sopa de pebre amb ignam (Ukodo),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['yama', 'plantain', 'espècies', 'pebre', 'fulles', 'carn', 'oli', 'brou', 'sal']",sopa_crema,Nigèria
Sopa de pebre Iru,petita,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘peix’, ‘pebrot’, ‘ceba’, ‘iru’, ‘cranc sec’, ‘sal’]",sopa_crema,Nigèria
Sopa de pebre liberià,mitjana,mitjana,tebi,primer,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['oli de palma', 'ceba', 'all', 'gingebre', 'pebrot', 'pollastre', 'brou', 'peix', 'plàtan', 'pastanaga', 'sal', 'pebre']",sopa_crema,Liberia
Sopa de peix amb pebre i tilàpia,baixa,baixa,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix', 'aigua', 'ceba', 'xili', 'oli de palma', 'gingebre', 'sal']",sopa_crema,Àfrica Occidental
Sopa de peix gat i plàtan amb pebre,mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix gat', 'pebre', 'espècies africanes', 'plàtan', 'cranc sec', 'ceba', 'brou', 'sal', 'fulles aromàtiques']",sopa_crema,Nigèria
Sopa de peix i tomàquet,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix', 'chile', 'tomàquet', 'brou', 'sal']",sopa_crema,Mediterrània
Sopa de peix sec (Ofe Okporoko),mitjana,mitjana,tebi,primer,informal,5.5,['totes'],['estiu'],"['stockfish', 'sal', 'oli de palma', 'ceba', 'bouillon', 'tomàquet', 'pebrot', 'llavors d’uziza', 'fulles utazi']",sopa_crema,Nigèria
Sopa de peix sec picant nigeriana,mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix sec', 'ceba', 'sal', 'cub de brou', 'pebre', 'cranc sec', 'oli', 'fulles']",sopa_crema,Nigèria
Sopa de pizza,mitjana,baixa,fred,primer,informal,4.0,['totes'],['estiu'],"['tomàquet', 'formatge', 'midó', 'pernil', 'xampinyons', 'pebrot', 'bacó', 'blat de moro']",sopa_crema,Estats Units
Sopa de pollastre amb arròs i patates,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'aigua', 'arròs', 'ceba', 'nap', 'patata', 'julivert', 'marjorana', 'sal', 'pebre']",sopa_crema,Internacional
Sopa de pollastre amb fideus,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'pastanaga', 'ceba', 'farigola', 'llaurer', 'all', 'brou de pollastre', 'pollastre', 'pebre', 'sal', 'fideus']",sopa_crema,Internacional
Sopa de pollastre amb mandonguilles,mitjana,alta,tebi,primer,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'aigua', 'pastanaga', 'porro', 'ceba', 'llaurer', 'mantega', 'sal', 'farina', 'mostassa', 'ou', 'cibulet', 'mel', 'herbes', 'pebre', 'julivert']",sopa_crema,Europa
Sopa de pollastre filipina (Chicken Sopas),mitjana,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'all', 'ceba', 'pollastre', 'sal', 'pebre', 'aigua', 'macarrons', 'pastanaga', 'llet evaporada']",sopa_crema,Filipines
Sopa de pollastre I,petita,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'pastanaga', 'api', 'brou de pollastre', 'anet', 'aigua', 'sal']",sopa_crema,Internacional
Sopa de pollastre i fideus indonèsia (Soto Ayam),gran,alta,tebi,primer,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'pastanaga', 'api', 'brou de pollastre', 'anet', 'aigua', 'sal']",sopa_crema,Indonèsia
Sopa de pollastre II,petita,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'aigua', 'sal', 'verdures']",sopa_crema,Internacional
Sopa de pollastre picant nigeriana,mitjana,alta,tebi,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'farigola', 'pebre', 'ceba', 'xili', 'fulles aromàtiques', 'julivert', 'sal']",sopa_crema,Nigèria
Sopa de pollastre porto-riquenya (Asopao),gran,alta,tebi,primer,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'all', 'pebrot', 'ceba', 'tomàquet', 'arròs', 'brou', 'farina', 'sal', 'pebre', 'orenga']",sopa_crema,Puerto Rico
Sopa de porros i patata,mitjana,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'porro', 'all', 'patata', 'brou vegetal', 'fulla de llorer', 'herbes', 'sal', 'pebre', 'enciams']",sopa_crema,França
Sopa de pèsols (Ertesuppe),petita,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pèsols', 'porc', 'xoriço', 'pastanaga', 'porro', 'ceba', 'api', 'nap', 'patata', 'llorer']",sopa_crema,Alemanya
Sopa de pèsols grocs,baixa,baixa,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pèsols', 'bouillon', 'ceba', 'pastanaga', 'api', 'aigua', 'sal', 'pebre']",sopa_crema,Europa del Nord
Sopa de pèsols partida (Erwtensoep),petita,alta,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pèsols', 'porc', 'sal', 'pebre', 'pastanaga', 'porro', 'ceba', 'nap', 'patata', 'llorer']",sopa_crema,Països Baixos
Sopa de quimbombó nigeriana I,mitjana,alta,tebi,primer,informal,6.0,['totes'],['tardor'],"['peix sec', 'carn', 'aigua', 'quimbombó', 'oli de palma', 'fulles', 'cranc sec', 'all', 'ceba', 'camaró']",sopa_crema,Nigèria
Sopa de quimbombó nigeriana II,mitjana,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'ceba', 'cub de brou', 'peix sec', 'oli', 'pebre', 'cranc sec', 'ogili', 'quimbombó', 'sal']",sopa_crema,Nigèria
Sopa de rata almizclera,mitjana,alta,tebi,primer,informal,6.0,['totes'],['estiu'],"['ceba', 'oli', 'all', 'carn de rata', 'tomàquet', 'sal', 'pebre', 'vinagre', 'llenties', 'patata', 'pebrot', 'herbes', 'brou']",sopa_crema,Amèrica del Nord
Sopa de salsitxes i tortellini,mitjana,mitjana,tebi,primer,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'salsitxa', 'xampinyons', 'espinacs', 'tomàquet', 'brou', 'tortellini', 'formatge parmesà']",sopa_crema,Itàlia
Sopa de sèsam nigeriana,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'ceba', 'tatashe', 'sèsam', 'oli', 'peix sec', 'alayyahu']",sopa_crema,Nigèria
Sopa de sèsam o beniseed,mitjana,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'peix sec', 'oli', 'ceba', 'sèsam', 'cranc sec', 'pepper', 'llocust beans', 'sal', 'bitterleaf']",sopa_crema,Nigèria
Sopa de tamarinde i tomàquet (Rasam),petita,alta,tebi,primer,informal,5.0,['totes'],['estiu'],"['oli', 'cilantre', 'xili sec', 'comí', 'asafoetida', 'dal', 'cúrcuma', 'tomàquet', 'tamarinde', 'sucre', 'sal', 'aigua', 'mostassa', 'fulles de curri']",sopa_crema,Índia
Sopa de tamarinde i verdures (Sayur Asem),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xili', 'ceba', 'pastanaga', 'tamarinde', 'salam', 'mongeta', 'carbassó', 'blat de moro', 'jackfruit', 'cacauet', 'sal', 'sucre']",sopa_crema,Indonèsia
Sopa de tofu i bolets,mitjana,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tofu', 'aigua', 'ceba', 'bolets', 'farigola', 'vi', 'soja', 'sal']",sopa_crema,Àsia Oriental
Sopa de tomàquet,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['oli', 'ceba', 'all', 'llorer', 'tomàquet', 'brou', 'sal', 'sucre', 'orenga']",sopa_crema,Internacional
Sopa de tomàquet amb herbes,mitjana,mitjana,calent,primer,informal,5.0,['totes'],['estiu'],"['oli', 'ceba', 'tomàquet', 'brou', 'salsa de tomàquet', 'alfàbrega', 'farigola', 'pebre', 'vinagre']",sopa_crema,Internacional
Sopa de tomàquet i alfàbrega amb torrades,alta,alta,tebi,primer,formal,5.5,['totes'],['estiu'],"['tomàquet', 'nata', 'brou', 'sal', 'pebre', 'oli', 'pa', 'all', 'alfàbrega']",sopa_crema,Itàlia
Sopa de tomàquet picant,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['tomàquet', 'nata', 'sucre', 'pebre blanc', 'sal', 'all', 'pebre vermell']",sopa_crema,Internacional
Sopa de tortuga verda,mitjana,alta,tebi,primer,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn de tortuga', 'ou', 'mantega', 'suc d'ostra', 'espècies', 'farina', 'sal']",sopa_crema,Carib
Sopa de truita mexicana,mitjana,mitjana,calent,primer,informal,5.0,['totes'],['estiu'],"['oli', 'ceba', 'all', 'tomàquet', 'brou', 'cilantro', 'pollastre', 'sal', 'pebre', 'xili', 'tortilla', 'formatge', 'olives']",sopa_crema,Mèxic
Sopa de vedella amb salsa,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llard', 'pernil', 'vedella', 'ceba', 'pastanaga', 'api', 'farigola', 'xampinyó']",sopa_crema,Europa
Sopa de vedella i salsa,gran,mitjana,calent,primer,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'ceba', 'arrels', 'brou', 'sal']",sopa_crema,Europa
Sopa de verdures,gran,baixa,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'nap', 'patata', 'pastanaga', 'col', 'aigua', 'sal']",sopa_crema,Internacional
Sopa de verdures nigeriana,mitjana,mitjana,fred,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'ceba', 'peix sec', 'cub de brou', 'sal', 'pebrot', 'cranc sec', 'iru', 'kpomo', 'oli de palma', 'fulles']",sopa_crema,Nigèria
Sopa del pescador,gran,alta,calent,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'cranc', 'ceba', 'tomàquet', 'djansang', 'llorer', 'gamba', 'all', 'lemongrass', 'xili', 'oli de palma', 'sal', 'pebre', 'tilàpia', 'àtieke']",sopa_crema,Camerun
Sopa del pescador nigeriana,mitjana,mitjana,calent,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix gat', 'cargols', 'ngolo', 'camarons', 'nyam', 'peix sec', 'pebre', 'ceba', 'cub de brou', 'xili', 'oli', 'caragols', 'fulles']",sopa_crema,Nigèria
Sopa doble de pèsols,mitjana,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'mongetes verdes', 'ceba', 'pastanaga', 'api', 'oli', 'sal']",sopa_crema,Internacional
Sopa d’agnolotti (agnolotti in brodo),mitjana,baixa,calent,primer,formal,9.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']",['formatge parmesà'],sopa_crema,Itàlia
Sopa d’aleta de tauró,gran,alta,calent,primer,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aletes de tauró', 'gamba seca', 'bolets', 'bambú', 'gingebre', 'grassa de bacon', 'sal', 'salsa de soja', 'vi xinès', 'brou de pollastre', 'oli de sèsam', 'midó']",sopa_crema,Xina
Sopa d’all Le Tourin,petita,mitjana,fred,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['all’, ‘oli’, ‘farina’, ‘aigua’, ‘ou’, ‘pebre’, ‘vinagre’, ‘sal’]",sopa_crema,França
Sopa d’arròs amb vedella,mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'aigua', 'julivert', 'cibulet', 'farigola', 'sal', 'pebre', 'canyella', 'vedella']",sopa_crema,Internacional
Sopa d’arròs integral i pollastre,mitjana,alta,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ceba', 'api', 'pastanaga', 'arròs integral', 'brou de pollastre', 'condiments', 'sal', 'pebre', 'oli']",sopa_crema,Internacional
Sopa d’escorça de rosa,gran,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['grana de rosa', 'aigua', 'sucre', 'midó de patata', 'ametlles']",sopa_crema,Àsia
Sopa d’espinacs nigeriana (Efo Amunututu),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'ceba', 'all', 'gingebre', 'sal', 'oli', 'chili', 'cranc sec', 'iru', 'peix sec', 'fulles']",sopa_crema,Nigèria
Sopa d’ewedu,petita,baixa,tebi,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ewedu', 'legumes fermentats', 'bouillon', 'sal']",sopa_crema,Nigèria
Sopa d’herba-elefant (Ofe Achara),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fulles amargues', 'carn', 'peix sec', 'ceba', 'bouillon', 'oli', 'llavors', 'verdura']",sopa_crema,Nigèria
Sopa d’hibisc nigeriana,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['oli', 'carn', 'maggi', 'ceba', 'pebre', 'tomàquet', 'all', 'cacauet', 'roselle', 'sal']",sopa_crema,Nigèria
Sopa d’interiors (Giblet Soup),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'aigua', 'mantega', 'farina', 'julivert', 'cebollí', 'espècies', 'vi', 'sal', 'pebre']",sopa_crema,Regne Unit
Sopa d’Oha,gran,alta,calent,primer,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'ceba', 'bouillon', 'stockfish', 'palm kernel', 'ede', 'pebrot', 'llavors de crayfish', 'kpomo', 'peix sec', 'fulles d’oha', 'fulles d’uziza']",sopa_crema,Nigèria
Sopa d’Okazi,mitjana,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'stockfish', 'peix sec', 'achi', 'oli de palma', 'ceba', 'bouillon', 'periwinkles', 'pebrot', 'llavors de crayfish', 'fulles okazì', 'fulles d’ağıla']",sopa_crema,Nigèria
Sopa d’Okoho,gran,alta,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'pebrot', 'ceba', 'stockfish', 'peix sec', 'bouillon', 'oli de palma', 'okaaho stick']",sopa_crema,Nigèria
Sopa d’okra liberià (Kanya),mitjana,mitjana,tebi,primer,informal,4.0,['totes'],['estiu'],"['oli de palma', 'ceba', 'pollastre o peix', 'brou', 'tomàquet', 'okra', 'cayena', 'sal']",sopa_crema,Liberia
Sopa d’okra nigeriana (Orunla),mitjana,mitjana,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'ceba', 'bouillon', 'peix sec', 'pols d’okra', 'llavors de crayfish', 'ponmo', 'sal']",sopa_crema,Nigèria
Sopa d’ou picant nigeriana,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['oli', 'ceba', 'all', 'pebrot', 'tomàquet', 'ou', 'brou', 'espècies', 'sal', 'herbes']",sopa_crema,Nigèria
Sopa Ebatu,gran,alta,calent,primer,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['berenjena', 'fulles', 'bouillon', 'sal', 'peix', 'be']",sopa_crema,Nigèria
Sopa Edikang Ikong I,gran,alta,calent,primer,formal,6.0,['totes'],['tardor'],"['carn', 'peix sec', 'ceba', 'bouillon', 'oli', 'cranc sec', 'pebre', 'periwinkles', 'fulles', 'espinacs']",sopa_crema,Nigèria
Sopa Edikang Ikong II,mitjana,mitjana,fred,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'cuir de vaca', 'peix sec', 'ceba', 'bouillon', 'oli', 'cranc sec', 'pebre', 'pebrots', 'periwinkles', 'fulles']",sopa_crema,Nigèria
Sopa Editan nigeriana,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'pebre', 'cub de brou', 'sal', 'ceba', 'peix sec', 'peix sec', 'fulles editan', 'fulles d’aigua', 'oli', 'cranc sec']",sopa_crema,Nigèria
Sopa Efo Igbo nigeriana,mitjana,alta,tebi,primer,informal,5.5,['totes'],['estiu'],"['carn', 'efo igbo', 'pebre', 'ceba', 'tomàquet', 'iru', 'sal', 'peix sec', 'cranc sec']",sopa_crema,Nigèria
Sopa Efo Iyana Ipaja,gran,alta,tebi,primer,formal,6.0,['totes'],['estiu'],"['fulles', 'sal', 'chili', 'pebrots', 'tomàquet', 'ceba', 'gingebre', 'all', 'carn', 'cuir de vaca', 'oli', 'cranc sec', 'legumes fermentats', 'periwinkles']",sopa_crema,Nigèria
Sopa Egusi (de llavors de meló nigeriana),mitjana,mitjana,tebi,primer,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['carn', 'peix', 'sal', 'bouillon', 'pebre', 'tomàquet', 'ceba', 'meló', 'oli', 'llavors', 'legumes']",sopa_crema,Nigèria
Sopa egípcia de molokhia,mitjana,mitjana,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fulles', 'brou', 'oli', 'ceba', 'all', 'comí', 'sal', 'pebre', 'arròs']",sopa_crema,Egipte
Sopa freda de cogombre i llet de mantega,mitjana,mitjana,fred,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cogombre', 'ceba tendra', 'bata de mantega', 'nata', 'anet', 'llimona', 'sucre', 'sal', 'pebre']",sopa_crema,Europa
Sopa freda de poma i pastanaga,mitjana,mitjana,fred,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'oli', 'poma', 'pastanaga', 'nap', 'llimona', 'canyella']",sopa_crema,Europa
Sopa gallega de cigrons,petita,alta,tebi,primer,informal,4.5,['totes'],['estiu'],"['cigrons', 'brou', 'oli', 'ceba', 'all', 'patata', 'pastanaga', 'api', 'espècies', 'vinagre', 'herbes']",sopa_crema,Espanya
Sopa Geisha,mitjana,mitjana,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'all', 'pastanaga', 'patata', 'pollastre', 'sal']",sopa_crema,Internacional
Sopa Ibaba,petita,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'aigua', 'pebre', 'ceba', 'brou', 'peix sec', 'fulles', 'espècies']",sopa_crema,Nigèria
Sopa italiana amb quenelles de pollastre,mitjana,mitjana,tebi,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘pollastre’, ‘arròs’, ‘ou’, ‘sal’, ‘pebre’, ‘nou moscada’, ‘brou’]",sopa_crema,Itàlia
Sopa Jahni de mongetes,gran,alta,tebi,primer,informal,5.5,['totes'],['estiu'],"['ceba', 'oli', 'tomàquet', 'parsul', 'menta', 'espècies', 'sal']",sopa_crema,Orient Mitjà
Sopa Llombarda,mitjana,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn picada', 'beixamel', 'puré de pèsols', 'mantega de llagosta', 'rovell d’ou', 'brou clar', 'pèsols', 'croutons']",sopa_crema,França
Sopa líbia (Sharba Libya),mitjana,alta,tebi,primer,informal,5.5,['totes'],['estiu'],"['oli', 'carn', 'ceba', 'all', 'pastanaga', 'patata', 'pebrot', 'carbassó', 'pèsols', 'cigrons', 'pasta', 'tomàquet', 'concentrat de tomàquet', 'comí', 'paprika', 'cúrcuma', 'canyella', 'coriandre', 'sal', 'pebre', 'julivert']",sopa_crema,Líbia
Sopa marroquina,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['ceba', 'carn', 'brou', 'oli', 'tomàquet', 'albercoc sec', 'espècies', 'pastanaga', 'patata dolça']",sopa_crema,Marroc
Sopa Marugbo nigeriana,mitjana,mitjana,calent,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn de cabra', 'panla', 'cub de brou', 'sal', 'cranc sec', 'peix sec', 'oli', 'fulles', 'gingebre', 'ceba', 'xili']",sopa_crema,Nigèria
Sopa Mbamba gambià,petita,alta,tebi,primer,informal,5.0,['totes'],"['estiu', 'tardor']","['peix sec', 'oli', 'ceba', 'all', 'tomàquet', 'gingebre', 'espècies', 'carbassa', 'okra', 'albergínia', 'brou', 'fulles']",sopa_crema,Gàmbia
Sopa mexicana de tomàquet,mitjana,baixa,calent,primer,informal,4.5,['totes'],['estiu'],"['tomàquet', 'ceba', 'pebrot', 'oli', 'sal', 'sucre']",sopa_crema,Mèxic
Sopa miso simple de restaurant,petita,baixa,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['dashi', 'tòfu', 'cebollí', 'miso']",sopa_crema,Japó
Sopa modenesa (Zuppa alla Modenese),mitjana,mitjana,fred,primer,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espinacs', 'mantega', 'sal', 'formatge parmesà', 'ou', 'nou moscada']",sopa_crema,Itàlia
Sopa napolitana,mitjana,mitjana,calent,primer,formal,5.0,['totes'],['primavera'],"['forcemeat', 'patata', 'béchamel', 'ou', 'pèsols', 'espinacs', 'brou']",sopa_crema,Itàlia
