nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm
Espaguetis alla carbonara,formal,tebi,mitjana,mitjana,segon,farinaci_principal,Itàlia,12.15,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espaguetis', 'guanciale', ""rovell d'ou"", 'formatge', ""oli d'oliva"", 'pebre', 'sal']","['espaguetis', 'guanciale', ""rovell d'ou"", 'formatge', ""oli d'oliva"", 'pebre', 'sal']"
Espaguetis alla puttanesca,informal,tebi,mitjana,gran,segon,farinaci_principal,Itàlia,8.7,['totes'],['estiu'],"['espaguetis', ""oli d'oliva"", 'anxoves', 'all', 'olives', 'tàperes', 'xili', 'tomàquet', 'julivert', 'sal']","['espaguetis', ""oli d'oliva"", 'anxoves', 'all', 'olives', 'tàperes', 'xili', 'tomàquet', 'julivert', 'sal']"
Espaguetis amb cloïsses,informal,tebi,baixa,mitjana,segon,marisc,Itàlia,9.19,['totes'],['estiu'],"['aigua', 'sal', 'espaguetis', ""oli d'oliva"", 'all', 'cloïsses', 'tomàquet', 'brou de cloïsses', 'pebre']","['aigua', 'sal', 'espaguetis', ""oli d'oliva"", 'all', 'cloïsses', 'tomàquet', 'brou de cloïsses', 'pebre']"
Espaguetis amb cloïsses al vi blanc,formal,tebi,mitjana,mitjana,segon,marisc,Itàlia,13.57,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""oli d'oliva"", 'cloïsses', 'all', 'pebre', 'vi blanc', 'llimona', 'espaguetis', 'julivert', 'mantega']","[""oli d'oliva"", 'cloïsses', 'all', 'pebre', 'vi blanc', 'llimona', 'espaguetis', 'julivert', 'mantega']"
Espaguetis amb mandonguilles,informal,tebi,mitjana,mitjana,segon,carn,Itàlia/Estats Units,12.81,['totes'],['estiu'],"['espaguetis', 'carn picada', 'pa ratllat', 'formatge', 'julivert', 'ou', 'all', 'ceba', 'brou', 'tomàquet', 'alfàbrega']","['espaguetis', 'carn picada', 'pa ratllat', 'formatge', 'julivert', 'ou', 'all', 'ceba', 'brou', 'tomàquet', 'alfàbrega']"
Espaguetis amb mongetes i tomàquet,informal,calent,mitjana,mitjana,segon,vegetal_proteic,Internacional,6.6,['totes'],['estiu'],"['mongetes', 'espaguetis', 'sal', 'pebre', 'brou', ""oli d'oliva"", 'ceba', 'tomàquet']","['mongetes', 'espaguetis', 'sal', 'pebre', 'brou', ""oli d'oliva"", 'ceba', 'tomàquet']"
Espaguetis amb pollastre i pebre negre,informal,calent,alta,mitjana,segon,aus,Internacional,10.83,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'aigua', 'oli', 'all', 'pebrot verd', 'pebrot vermell', 'ceba', 'nata', 'pollastre', 'pebre negre', 'sal', 'julivert']","['pasta', 'aigua', 'oli', 'all', 'pebrot verd', 'pebrot vermell', 'ceba', 'nata', 'pollastre', 'pebre negre', 'sal', 'julivert']"
Espaguetis amb gambes i verdures,informal,tebi,alta,mitjana,segon,marisc,Internacional,15.43,['totes'],['estiu'],"['pasta', 'xili', 'tomàquet', 'ceba', 'gingebre', 'oli', 'pastanaga', 'pebrot', 'ceba tendra', 'mongeta', 'gambes', 'sal']","['pasta', 'xili', 'tomàquet', 'ceba', 'gingebre', 'oli', 'pastanaga', 'pebrot', 'ceba tendra', 'mongeta', 'gambes', 'sal']"
Espaguetis de pollastre saltejats,informal,calent,alta,mitjana,segon,aus,Àsia,11.67,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'gingebre', 'all', 'brou', 'curry', 'herbes', 'pebrot', 'pollastre', 'sal', 'espaguetis']","['oli', 'ceba', 'gingebre', 'all', 'brou', 'curry', 'herbes', 'pebrot', 'pollastre', 'sal', 'espaguetis']"
Espaguetis de salmó cremós,informal,tebi,mitjana,mitjana,segon,peix,Escandinàvia,15.52,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'salmó', 'vi blanc', 'nata', 'nata agra', 'anet', 'rave picant', 'espaguetis']","['oli', 'ceba', 'salmó', 'vi blanc', 'nata', 'nata agra', 'anet', 'rave picant', 'espaguetis']"
Espaguetis amb pesto d'espinacs i bolets,formal,calent,mitjana,mitjana,segon,vegetal_proteic,Itàlia,10.98,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espaguetis', 'oli', 'espinacs', 'bolets', 'sal', 'pebre', 'pesto', 'formatge parmesà']","['espaguetis', 'oli', 'espinacs', 'bolets', 'sal', 'pebre', 'pesto', 'formatge parmesà']"
Espaguetis simples amb salsa de tomàquet,informal,calent,baixa,petita,segon,farinaci_principal,Internacional,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'pasta', 'salsa', 'sal', 'oli']","['aigua', 'pasta', 'salsa', 'sal', 'oli']"
Espatlla de porc rostida,formal,fred,mitjana,mitjana,segon,carn,Cuba,18.68,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'all', 'pebre', 'orenga', 'sal', 'oli', 'vinagre']","['porc', 'all', 'pebre', 'orenga', 'sal', 'oli', 'vinagre']"
Espinacs a la crema,informal,calent,mitjana,mitjana,segon,vegetal_proteic,Europa,6.71,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espinacs', 'aigua', 'nata', 'sal', 'pebre', 'farina', 'llet']","['espinacs', 'aigua', 'nata', 'sal', 'pebre', 'farina', 'llet']"
Espàrrecs saltejats amb all,formal,calent,alta,mitjana,segon,vegetal_proteic,Mediterrània,10.14,['totes'],['primavera'],"['mantega', 'oli', 'ceba', 'all', 'sal', 'pebre', 'espàrrecs']","['mantega', 'oli', 'ceba', 'all', 'sal', 'pebre', 'espàrrecs']"
Espàrrecs amb sèsam i soja,informal,calent,mitjana,mitjana,segon,vegetal_proteic,Àsia Oriental,6.92,['totes'],['primavera'],"['espàrrecs', 'soja', 'sèsam', 'sal']","['espàrrecs', 'soja', 'sèsam', 'sal']"
Estofat clàssic de vedella,formal,calent,alta,gran,segon,guisat,Europa,16.45,['totes'],['estiu'],"['vedella', 'brou', 'all', 'sal', 'pebre', 'vi negre', 'tomàquet', 'pastanaga', 'ceba', 'romaní', 'farigola', 'orenga', 'oli', 'vinagre', 'farina', 'patata']","['vedella', 'brou', 'all', 'sal', 'pebre', 'vi negre', 'tomàquet', 'pastanaga', 'ceba', 'romaní', 'farigola', 'orenga', 'oli', 'vinagre', 'farina', 'patata']"
Estofat de cigrons mediterrani,informal,tebi,mitjana,mitjana,segon,guisat,Mediterrània,9.84,['totes'],['estiu'],"['oli', 'ceba', 'pebrot', 'all', 'safrà', 'patata', 'paprika', 'vi', 'cigrons', 'tomàquet', 'brou', 'herbes']","['oli', 'ceba', 'pebrot', 'all', 'safrà', 'patata', 'paprika', 'vi', 'cigrons', 'tomàquet', 'brou', 'herbes']"
Estofat de gall dindi i patata casolà,informal,tebi,mitjana,mitjana,segon,guisat,Internacional,7.53,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gall dindi', 'patata', 'pastanaga', 'mongeta', 'paprika', 'pebre', 'midó', 'ceba', 'brou', 'sal']","['gall dindi', 'patata', 'pastanaga', 'mongeta', 'paprika', 'pebre', 'midó', 'ceba', 'brou', 'sal']"
Estofat de llenties egipci,informal,tebi,mitjana,gran,segon,guisat,Egipte,8.51,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'oli', 'aigua', 'llenties', 'comí', 'coriandre', 'llimona']","['ceba', 'oli', 'aigua', 'llenties', 'comí', 'coriandre', 'llimona']"
Estofat de moniato amb blat de moro i mongetes,informal,tebi,mitjana,mitjana,segon,guisat,Amèrica Llatina,9.05,['totes'],['estiu'],"['oli', 'moniato', 'blat de moro', 'mongetes', 'ceba', 'all', 'tomàquet', 'sal', 'pebre', 'cilantre']","['oli', 'moniato', 'blat de moro', 'mongetes', 'ceba', 'all', 'tomàquet', 'sal', 'pebre', 'cilantre']"
Estofat de pastanaga nigerià,informal,tebi,alta,mitjana,segon,guisat,Nigèria,10.11,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'sal', 'pebre', 'cub de brou', 'ceba', 'pastanaga', 'xili', 'oli', 'gingebre', 'all', 'llorer', 'curry', 'farigola']","['carn', 'sal', 'pebre', 'cub de brou', 'ceba', 'pastanaga', 'xili', 'oli', 'gingebre', 'all', 'llorer', 'curry', 'farigola']"
Estofat cremós de patata,formal,tebi,alta,gran,segon,guisat,Europa,11.84,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'farina', 'llet', 'mantega', 'sal', 'pebre', 'anet']","['patata', 'farina', 'llet', 'mantega', 'sal', 'pebre', 'anet']"
Estofat nigerià de patata i peix,informal,tebi,mitjana,mitjana,segon,guisat,Nigèria,10.08,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'ceba', 'pebre', 'peix', 'oli de palma', 'sal', 'cub de brou', 'espinacs']","['patata', 'ceba', 'pebre', 'peix', 'oli de palma', 'sal', 'cub de brou', 'espinacs']"
Estofat de peix casolà,informal,calent,baixa,petita,segon,guisat,Carib,9.92,['totes'],['estiu'],"['mongetes', 'tomàquet', 'peix', 'curry']","['mongetes', 'tomàquet', 'peix', 'curry']"
Estofat de peix fregit nigerià,informal,tebi,alta,mitjana,segon,guisat,Nigèria,10.92,['totes'],['estiu'],"['peix', 'sal', 'ceba', 'farigola', 'cub de brou', 'aigua', 'oli', 'tomàquet']","['peix', 'sal', 'ceba', 'farigola', 'cub de brou', 'aigua', 'oli', 'tomàquet']"
Estofat de peix zambià,informal,tebi,alta,mitjana,segon,guisat,Zàmbia,10.58,['totes'],['estiu'],"['oli', 'ceba', 'all', 'tomàquet', 'pebrot', 'xili', 'peix', 'brou de peix', 'paprika', 'curri', 'coriandre', 'sal']","['oli', 'ceba', 'all', 'tomàquet', 'pebrot', 'xili', 'peix', 'brou de peix', 'paprika', 'curri', 'coriandre', 'sal']"
Estofat de plàtan nigerià,informal,tebi,mitjana,mitjana,segon,guisat,Nigèria,9.6,['totes'],['estiu'],"['oli', 'ceba', 'pebrot', 'all', 'paprika', 'tomàquet', 'brou vegetal', 'tomàquet concentrat', 'fesols', 'llet de coco', 'plàtan', 'llima', 'sal', 'pebre']","['oli', 'ceba', 'pebrot', 'all', 'paprika', 'tomàquet', 'brou vegetal', 'tomàquet concentrat', 'fesols', 'llet de coco', 'plàtan', 'llima', 'sal', 'pebre']"
Estofat de pollastre casolà,informal,tebi,mitjana,gran,segon,guisat,Internacional,9.43,['totes'],['estiu'],"['pollastre', 'pastanaga', 'ceba', 'patata', 'all', 'tomàquet', 'pèsols', 'oli', 'comí', 'sal', 'pebre', 'brou', 'vi', 'herbes']","['pollastre', 'pastanaga', 'ceba', 'patata', 'all', 'tomàquet', 'pèsols', 'oli', 'comí', 'sal', 'pebre', 'brou', 'vi', 'herbes']"
Estofat de pollastre picant suau,informal,calent,alta,mitjana,segon,guisat,Àsia,11.13,['totes'],['estiu'],"['pollastre', 'farina', 'oli de canola', 'ceba', 'pasta de curry vermell', 'xili', 'salsa de peix', 'brou de pollastre', 'tomàquet concentrat', 'patata', 'all', 'julivert']","['pollastre', 'farina', 'oli de canola', 'ceba', 'pasta de curry vermell', 'xili', 'salsa de peix', 'brou de pollastre', 'tomàquet concentrat', 'patata', 'all', 'julivert']"
Estofat de remolatxa i col,informal,tebi,alta,mitjana,segon,guisat,Europa de l'Est,9.77,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['remolatxa', 'col', 'all', 'pastanaga', 'ceba', 'tomàquet', 'sucre', 'carn']","['remolatxa', 'col', 'all', 'pastanaga', 'ceba', 'tomàquet', 'sucre', 'carn']"
Estofat de tomàquet nigerià,informal,calent,mitjana,mitjana,segon,guisat,Nigèria,9.23,['totes'],['estiu'],"['tomàquet fresc', 'tomàquet concentrat', 'oli', 'ceba', 'farigola', 'pebre', 'curry', 'all', 'sal']","['tomàquet fresc', 'tomàquet concentrat', 'oli', 'ceba', 'farigola', 'pebre', 'curry', 'all', 'sal']"
Cassola cremosa de tonyina,informal,tebi,baixa,mitjana,segon,peix,Estats Units,7.32,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['macarrons', 'crema', 'tonyina', 'verdures', 'patates xips']","['macarrons', 'crema', 'tonyina', 'verdures', 'patates xips']"
Estofat de vedella al conyac,formal,calent,alta,gran,segon,guisat,França,17.3,['totes'],['estiu'],"['vedella', 'farina', 'sal', 'pebre', 'paprika', 'conyac', 'tomàquet', 'brou', 'salsa worcestershire', 'patata', 'ceba', 'all', 'oli', 'mantega', 'vi', 'herbes']","['vedella', 'farina', 'sal', 'pebre', 'paprika', 'conyac', 'tomàquet', 'brou', 'salsa worcestershire', 'patata', 'ceba', 'all', 'oli', 'mantega', 'vi', 'herbes']"
Estofat de vedella amb chili verd,informal,calent,mitjana,mitjana,segon,guisat,Estats Units,10.99,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'carn', 'ceba', 'all', 'chili', 'tomàquet', 'brou', 'sal', 'pebre']","['oli', 'carn', 'ceba', 'all', 'chili', 'tomàquet', 'brou', 'sal', 'pebre']"
Estofat de vedella clàssic,informal,tebi,alta,mitjana,segon,guisat,Europa,15.01,['totes'],['estiu'],"['vedella', 'farina', 'oli', 'llorer', 'marduix', 'orenga', 'tomàquet', 'brou', 'patata', 'pastanaga']","['vedella', 'farina', 'oli', 'llorer', 'marduix', 'orenga', 'tomàquet', 'brou', 'patata', 'pastanaga']"
Estofat de vedella zambià,informal,tebi,alta,mitjana,segon,guisat,Zàmbia,9.44,['totes'],['estiu'],"['oli', 'ceba', 'all', 'vedella', 'brou', 'pastanaga', 'patata', 'tomàquet', 'pebrot', 'paprika', 'cayena', 'comí', 'coriandre', 'sal']","['oli', 'ceba', 'all', 'vedella', 'brou', 'pastanaga', 'patata', 'tomàquet', 'pebrot', 'paprika', 'cayena', 'comí', 'coriandre', 'sal']"
Estofat d'albergínies liberià,informal,tebi,mitjana,mitjana,segon,guisat,Liberia,6.95,['totes'],['estiu'],"['oli de palma', 'ceba', 'all', 'carn', 'brou', 'tomàquet', 'pebrot', 'albergínia', 'pebre', 'sal']","['oli de palma', 'ceba', 'all', 'carn', 'brou', 'tomàquet', 'pebrot', 'albergínia', 'pebre', 'sal']"
Estofat espès de tomàquet,informal,calent,alta,mitjana,segon,guisat,Internacional,11.32,['totes'],['estiu'],"['pollastre', 'herbes', 'gingebre', 'ceba', 'xili', 'sal', 'oli', 'brou', 'curri', 'tomàquet']","['pollastre', 'herbes', 'gingebre', 'ceba', 'xili', 'sal', 'oli', 'brou', 'curri', 'tomàquet']"
Estofat irlandès tradicional,informal,tebi,mitjana,mitjana,segon,guisat,Irlanda,9.8,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xai', 'patata', 'ceba', 'pastanaga', 'brou', 'sal', 'pebre']","['xai', 'patata', 'ceba', 'pastanaga', 'brou', 'sal', 'pebre']"
Estofat italià de costelles al vi,informal,tebi,alta,gran,segon,guisat,Itàlia,11.72,['totes'],['estiu'],"['costelles', 'vi', 'tomàquet', 'brou', 'oli', 'herbes', 'sal', 'pebre']","['costelles', 'vi', 'tomàquet', 'brou', 'oli', 'herbes', 'sal', 'pebre']"
Estofat mediterrani de vedella,informal,calent,mitjana,mitjana,segon,guisat,Mediterrània,11.41,['totes'],['estiu'],"['vedella', 'tomàquet', 'ceba', ""oli d'oliva"", 'all', 'herbes']","['vedella', 'tomàquet', 'ceba', ""oli d'oliva"", 'all', 'herbes']"
Estofat nigerià de carn i pollastre,informal,tebi,alta,gran,segon,guisat,Nigèria,14.74,['totes'],['estiu'],"['pebre', 'tomàquet', 'oli', 'pollastre', 'cub de brou', 'ceba', 'farigola', 'vedella', 'sal']","['pebre', 'tomàquet', 'oli', 'pollastre', 'cub de brou', 'ceba', 'farigola', 'vedella', 'sal']"
Estofat nigerià de peix fumat,informal,tebi,mitjana,mitjana,segon,guisat,Nigèria,10.74,['totes'],['estiu'],"['tomàquet', 'pebrot', 'ceba', 'oli de palma', 'peix fumat', 'espècies', 'sal', 'brou', 'fulles']","['tomàquet', 'pebrot', 'ceba', 'oli de palma', 'peix fumat', 'espècies', 'sal', 'brou', 'fulles']"
Fajitas de pollastre clàssiques,informal,tebi,mitjana,mitjana,segon,aus,Mèxic,12.15,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', ""oli d'oliva"", 'pebrot vermell', 'pebrot verd', 'ceba', 'comí', 'pebre vermell picant']","['pollastre', ""oli d'oliva"", 'pebrot vermell', 'pebrot verd', 'ceba', 'comí', 'pebre vermell picant']"
Fajitas de vedella,informal,tebi,mitjana,gran,segon,carn,Mèxic,18.6,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'oli', 'soja', 'lima', 'cayena', 'comí', 'ceba tendra', 'sucre', 'pebrot', 'tortilla']","['vedella', 'oli', 'soja', 'lima', 'cayena', 'comí', 'ceba tendra', 'sucre', 'pebrot', 'tortilla']"
Raviolis de cranc amb crema suau,formal,tebi,mitjana,mitjana,segon,marisc,Itàlia,13.07,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'cranc', 'mantega', 'ceba', 'api', 'mostassa', 'nata', 'ou', 'llimona', 'julivert', 'pa ratllat', 'sal', 'pebre']","['pasta', 'cranc', 'mantega', 'ceba', 'api', 'mostassa', 'nata', 'ou', 'llimona', 'julivert', 'pa ratllat', 'sal', 'pebre']"
Fideus amb mantega i formatge,informal,tebi,baixa,mitjana,segon,farinaci_principal,Internacional,8.89,['totes'],['estiu'],"['fideus', 'brou vegetal', 'mantega', 'formatge', 'all', 'herbes', 'tomàquet']","['fideus', 'brou vegetal', 'mantega', 'formatge', 'all', 'herbes', 'tomàquet']"
Lo Mein d'horta (fideus asiàtics saltejats),informal,calent,mitjana,mitjana,segon,farinaci_principal,Àsia Oriental,9.1,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fideus', 'verdures', 'soja', 'oli', 'all', 'sal', 'pebre']","['fideus', 'verdures', 'soja', 'oli', 'all', 'sal', 'pebre']"
Spaetzle alsacians amb mantega,informal,tebi,mitjana,mitjana,segon,farinaci_principal,França,11.4,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'farina', 'sal', 'mantega']","['ou', 'farina', 'sal', 'mantega']"
Steak au Poivre (filet al pebre),formal,calent,mitjana,mitjana,segon,carn,França,13.81,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'pebre', 'sal', 'conyac', 'nata', 'mantega', 'oli']","['vedella', 'pebre', 'sal', 'conyac', 'nata', 'mantega', 'oli']"
Filet amb salsa cremosa de pebre,formal,calent,alta,mitjana,segon,carn,França,16.06,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'mantega', 'oli', 'brou', 'nata', 'salsa Worcestershire']","['vedella', 'sal', 'pebre', 'mantega', 'oli', 'brou', 'nata', 'salsa Worcestershire']"
Filet de vedella al romaní i all,informal,tebi,mitjana,mitjana,segon,forn_brasa,Mediterrània,21.22,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'all', 'oli', 'sal', 'pebre', 'romaní']","['vedella', 'all', 'oli', 'sal', 'pebre', 'romaní']"
Filet mignon al grill,formal,tebi,alta,gran,segon,forn_brasa,Estats Units,26.42,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'espècies', 'oli']","['vedella', 'espècies', 'oli']"
Filet mignon amb reducció de conyac,formal,calent,alta,gran,segon,carn,França,30.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'pebre', 'sal', 'mostassa', 'conyac']","['vedella', 'pebre', 'sal', 'mostassa', 'conyac']"
Filet rostit lentament amb sucs,formal,calent,alta,gran,segon,forn_brasa,Europa,15.79,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'oli', 'vi', 'brou']","['vedella', 'sal', 'pebre', 'oli', 'vi', 'brou']"
Filet de porc al grill amb mel i llimona,formal,calent,alta,gran,segon,forn_brasa,Internacional,18.52,['totes'],"['hivern', 'tardor']","['porc', 'llimona', 'mel', 'sal', 'espècies', 'oli']","['porc', 'llimona', 'mel', 'sal', 'espècies', 'oli']"
Filet de porc amb espàrrecs i pernil,formal,tebi,alta,mitjana,segon,forn_brasa,Europa,15.65,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'primavera']","['porc', 'espàrrecs', 'pernil', 'nata', 'all', 'ceba tendra', 'tomàquet sec', 'pasta', 'oli', 'vi']","['porc', 'espàrrecs', 'pernil', 'nata', 'all', 'ceba tendra', 'tomàquet sec', 'pasta', 'oli', 'vi']"
Filets de peix prims al vermut,formal,calent,mitjana,mitjana,segon,peix,Internacional,9.91,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix pla', 'oli', 'vermut', 'mantega', 'sal', 'pebre', 'llimona']","['peix pla', 'oli', 'vermut', 'mantega', 'sal', 'pebre', 'llimona']"
Salmó teriyaki al grill,formal,calent,mitjana,mitjana,segon,peix,Japó,16.12,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'pebre', 'oli', 'soja', 'aigua', 'mel', 'gingebre', 'all']","['salmó', 'pebre', 'oli', 'soja', 'aigua', 'mel', 'gingebre', 'all']"
Fish and Chips clàssic,informal,tebi,alta,mitjana,segon,peix,Regne Unit,13.23,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'aigua o cervesa', 'sal', 'peix', 'patata', 'oli', 'llimona', 'vinagre']","['farina', 'aigua o cervesa', 'sal', 'peix', 'patata', 'oli', 'llimona', 'vinagre']"
Fusilli amb panceta i crema d'herbes,informal,tebi,alta,mitjana,segon,farinaci_principal,Itàlia,16.78,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['panceta', 'mantega', 'all', 'ceba', 'sal', 'pebre', 'brou', 'nata', 'herbes', 'pasta', 'formatge parmesà']","['panceta', 'mantega', 'all', 'ceba', 'sal', 'pebre', 'brou', 'nata', 'herbes', 'pasta', 'formatge parmesà']"
Gall dindi farcit amb mofongo,formal,tebi,alta,mitjana,segon,aus,Puerto Rico,11.07,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['gall dindi', 'plàtan', 'tomàquet', 'pebrot vermell', 'pebrot verd', 'all', ""oli d'oliva"", 'vinagre', 'orenga', 'sal']","['gall dindi', 'plàtan', 'tomàquet', 'pebrot vermell', 'pebrot verd', 'all', ""oli d'oliva"", 'vinagre', 'orenga', 'sal']"
Gall d'indi marinat amb herbes,informal,tebi,alta,gran,segon,aus,Estats Units,17.63,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'sal', 'sucre', 'pebre', 'gall dindi', 'mantega']","['aigua', 'sal', 'sucre', 'pebre', 'gall dindi', 'mantega']"
